word,sense_no,sense_def,example
expression,2,Non-verbal,"She sniffed the beans, and again an expression of pleasure and suspicion entered her eyes."
study,1,experiment,"METHODS AND FINDINGS: To investigate the potential role of DC-SIGNR in MTCT of HIV-1, we carried out a genetic association study of DC-SIGNR in a well-characterized cohort of 197 HIV-infected mothers and their infants recruited in Harare, Zimbabwe."
study,1,experiment,"To investigate the potential role of DC-SIGNR in MTCT of HIV-1, we carried out a genetic association study of DC-SIGNR in a well-characterized cohort of HIV-infected mothers and their infants recruited in Zimbabwe, and identified specific DC-SIGNR variants associated with increased risks of HIV transmission."
study,1,experiment,The samples used in the present study were from mother-child pairs randomly assigned to the placebo group of the ZVITAMBO project.
study,1,experiment,"The nucleotide sequence variation of the entire promoter, coding and part of 39-UTR regions of DC-SIGNR gene in the study population was determined previously [7] ."
study,1,experiment,Written informed consent was obtained from all mothers who participated in the study and the ZVITAMBO trial and the investigation reported in this paper were approved by The 
study,1,experiment,"We carried out an association study of DC-SIGNR polymorphism in 197 infants born to untreated HIV-1-infected mothers recruited in Harare, Zimbabwe."
study,1,experiment,Fifteen haplotype-tagged SNPs (htSNPs) corresponding to the 15 major DC-SIGNR haplotypes ( Figure 1 ) described among Zimbabweans [7] were genotyped in our study samples (Tables S2  and S3 ).
study,1,experiment,H1 and H3 were the most frequent haplotypes observed in the study population and they share a cluster of mutations (Figure 1 ).
study,1,experiment,Grouping haplotypes H1 and H3 increased the power of the study and permitted the identification of specific DC-SIGNR mutations associated with MTCT of HIV-1.
study,1,experiment,Full-term placenta samples were not available for the current study and the expression assays were performed on first-term placental tissues.
study,2,room,"If there is a quiet area of the house, perhaps that could be transformed into a study room."
study,2,room,"The collection will be digitised and accessible in the museum's study rooms, which were visited by 35,000 people last year, and will join their programme of national tours."
study,2,room,Just 38% offered dedicated study rooms.
study,2,room,"Booked a study space in the silent study room, and was practically bouncing in my seat for the first ball."
study,2,room,"For every study room, there is likely to be a cafe or children's play area."
study,2,room,"Although the Government does not intend to ban homework at secondary schools, ministers want to encourage pupils to do it at school by opening study rooms."
study,2,room,"The lab is a small study room, painted deep blue with bookshelves and a table and chairs."
study,2,room,There is now a new study room in the former bakery building and appointments can be booked ahead with curators.
study,2,room,"At the end of the corridor, a sliding door leads to the study room and the staircase."
study,2,room,"Inside, we were shown through study rooms with maybe 60 people diligently at desks."
treatment,1,medical care,"A number of siRNA-based therapies are being evaluated in clinical trials for the treatment of different conditions, including lung diseases such as asthma and RSV infection."
treatment,1,medical care,"In addition, after the hydroxylamine treatment (see lane 6), the fluorescence became weak because of the dissociation of 17-ODYA from IFITM5, which was the same mechanism as the dissociation of the palmitic acid from IFITM5 by reduction as described above (lane 2 of Figure 2-B) ."
treatment,1,medical care,"Currently, no available treatments reduce the progression of COPD or suppress the inflammation in small airways and lung parenchyma."
treatment,1,medical care,"Drug discovery studies and novel treatments of siRNAs are currently targeting a wide range of diseases, including various viral infections and cancers."
treatment,1,medical care,"As such, the identification of NTCP as a potential viral receptor for HBV may serve as an important initial step for this journey, leading to the development of an HBV infection system to facilitate the HBV research and hepatitis B treatment."
treatment,1,medical care,The World Health organization (WHO) estimated that China had reached the targets of 85% treatment success by 1993 and 70% case detection rate by 2005 [2] .
treatment,1,medical care,"Cytotoxic and molecular target drugs have been widely used in the treatment of advanced lung cancer; unfortunately, many cases are still refractory to chemotherapy."
treatment,1,medical care,"Despite the evidence from experimental models, the expression profiling of miRNAs in airway biopsies from patients with mild asthma before and after treatment with inhaled corticosteroids and in healthy volunteers revealed no differences in miRNA expression [135] ."
treatment,1,medical care,"Likewise, the treatment of various refractory lung diseases also depends on systemic corticosteroid therapy."
treatment,1,medical care,The advancement of pulmonary siRNA delivery to the clinic illustrates that RNAi-based therapy holds a central place in the future treatment of lung diseases.
treatment,2,behavior,"She keeps talking, even though I give her the silent treatment."
treatment,2,behavior,"Wynn offered Nan a seat, and I hoped all this princess treatment was softening her opinion of Hope Springs."
treatment,2,behavior,"The silent treatment would be Ophie’s punishment, but for now Mama seemed more intent on getting them out of the attic than anything else."
treatment,2,behavior,How was it that she was giving me the silent treatment?
treatment,2,behavior,Giving her the silent treatment is too easy for me.
treatment,2,behavior,Amelia: Are you giving me the silent treatment?
treatment,2,behavior,"“The Governor's own Law Commissioner going to the bathroom in an outhouse! If we wanted that sort of treatment, we could have stayed in a slum on the East Side.”"
treatment,2,behavior,"“Sire,” he added quickly, “your warriors had no right to use him so ill! This is shameful and dishonorable treatment.”"
treatment,2,behavior,Only preferred or special audiences receive such treatment.
treatment,2,behavior,But the Father of Men and of Gods was not one to put up with this sort of treatment.
host,1,organism,There have been accumulating reports that nucleoside analogs act as antiviral agents by interfering with host nucleos(t)ide synthesis pathways [7] [8] [9] [10] .
host,1,organism,"It has been proven that bacterial pathogens have a unique papain-like hydrolytic activity to block the normal host cell cycle progression as the core of an avirulence (Avr) protein (AvrPphB) from the plant pathogen Pseudomonas syringae, resembles the papain-like cysteine proteases."
host,1,organism,"As viral replication is highly dependent on the availability of host nucleotides, a nucleotide-defective condition decreases the efficiency of viral replication."
host,1,organism,"Nevertheless, nucleoside analogs interfering with the host nucleotide synthesis pathway suggest possible side effects in their clinical applications."
host,1,organism,"These conflicting studies may be explained in that the inflammatory response helps clear the virus, while aggravating host pathological damage."
host,1,organism,Childhood pneumonia and clinically severe disease result from a complex interaction of host and environmental risk factors [37] .
host,1,organism,This observation might imply that CO is an indicator of airway inflammation or represents one of the host defence mechanisms against viral infection [19] .
host,1,organism,"Moreover, gemcitabine strongly induced the expression of several ISGs including CXCL10, IRF7, IRF9, IFIT1, and DDX58, which were the major effectors in the innate immunity that defended the host against the virus infection."
host,1,organism,"This ""cytokine storm"" leads to the severe respiratory symptoms and host immune injury."
host,1,organism,"In addition, some viral vectors may insert their genome at random positions in the host chromosome, which eventually restrict the gene function [56] ."
host,2,organizer,"The hosts met on the broad plains of the Reach, amidst golden fields of wheat ripe for harvest."
host,2,organizer,"""Send him here after he's eaten. Have him bring quill and parchment. And find Tollett as well. Tell him to bring my axe. A guest gift for our host."""
host,2,organizer,"I was thrilled to realize that it was only one of the tremendous rebuilding tasks under the direction of young Dr. Azzam, who had just been my host."
host,2,organizer,"The following night, our host decided to take us to a part of the Atlantic Ocean that was nearby."
host,2,organizer,"""And now, O my host,"" said the Tarkaan, ""I have a mind to buy that boy of yours."""
host,2,organizer,For a week our host had noted where the coveys were gathering.
host,2,organizer,"Sometimes they act kind of erratic, which scares me a little, like the time they were convinced we should crash a party even though the host threatened to kill Juanga over his ex-boyfriend last year."
host,2,organizer,Grandpa was just the friendliest host you ever saw.
host,2,organizer,The poet kissed his host’s hand and asked permission to share some of his poetry.
host,2,organizer,Our host had been born in the main village and never left.
